symbol,is_nifty50,financial_period,result_date_announced_to_nse,actual_result_declaration_date,prior_notice_days,intimation_details,raw_broadcast_time
FORCEMOT,NO,Quarterly Financial Results,2024-10-29,2024-10-29,0 Days Prior Notice,"Financial Result Updates  FORCE MOTORS LTD has submitted to the Exchange, the financial results for the period ended Sep",29-Oct-2024 17:39:39
KAYNES,NO,Qtr ended 30-SEP-2024,2024-09-28,2024-10-29,31 Days Prior Notice,Outcome of Board Meeting Kaynes Technology India Limited has informed the Exchange regarding  Board meeting held on Sept,29-OCT-2024
MARICO,NO,Qtr ended 30-SEP-2024,2024-10-15,2024-10-29,14 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates This is to inform you that the Company will hold an investor/anal,29-OCT-2024
MARUTI,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-29,N/A,N/A,29-OCT-2024
POWERINDIA,NO,Qtr ended 30-SEP-2024,N/A,2024-10-29,N/A,N/A,29-OCT-2024
SBICARD,NO,Qtr ended 30-SEP-2024,N/A,2024-10-29,N/A,N/A,29-OCT-2024
ADANIPOWER,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
BHARTIARTL,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
BHEL,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
CAMS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
FEDERALBNK,NO,Qtr ended 30-SEP-2024,2024-10-04,2024-10-28,24 Days Prior Notice,Updates The Federal Bank  Limited has informed the Exchange regarding 'Intimation Under SEBI (Listing Obligations And Di,28-OCT-2024
INDIANB,NO,Qtr ended 30-SEP-2024,2024-09-26,2024-10-28,32 Days Prior Notice,"Outcome of Board Meeting Indian Bank has informed the Exchange regarding  outcome of Board meeting held on September 26,",28-OCT-2024
IOC,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
KFINTECH,NO,Qtr ended 30-SEP-2024,2024-09-25,2024-10-28,33 Days Prior Notice,Updates KFin Technologies Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional,28-OCT-2024
LICHSGFIN,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
MOTILALOFS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
PNB,NO,Qtr ended 30-SEP-2024,2024-09-23,2024-10-28,35 Days Prior Notice,"Outcome of Board Meeting Punjab National Bank has informed the Exchange regarding  Board meeting held on September 23, 2",28-OCT-2024
SUNPHARMA,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
SUZLON,NO,Qtr ended 30-SEP-2024,N/A,2024-10-28,N/A,N/A,28-OCT-2024
CDSL,NO,Qtr ended 30-SEP-2024,N/A,2024-10-26,N/A,N/A,26-OCT-2024
CHOLAFIN,NO,Qtr ended 30-SEP-2024,2024-10-22,2024-10-26,4 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Cholamandalam Investment and Finance Company Limited has informed,26-OCT-2024
ICICIBANK,YES ✅,Qtr ended 30-SEP-2024,2024-10-22,2024-10-26,4 Days Prior Notice,Updates ICICI Bank Limited has informed the Exchange regarding 'Call with media on financial results for the quarter and,26-OCT-2024
IDFCFIRSTB,NO,Qtr ended 30-SEP-2024,N/A,2024-10-26,N/A,N/A,26-OCT-2024
PHOENIXLTD,NO,Qtr ended 30-SEP-2024,2024-10-14,2024-10-26,12 Days Prior Notice,General Updates The Phoenix Mills Limited has informed the Exchange about Intimation regarding Reconstitution of various,26-OCT-2024
RECLTD,NO,Quarterly Financial Results,2024-09-24,2024-10-26,32 Days Prior Notice,"Issue of Securities Intimation regarding issue of US$ 500 Million, 4.75% Notes by REC Limited.",26-Oct-2024 15:32:22
YESBANK,NO,Qtr ended 30-SEP-2024,2024-09-28,2024-10-26,28 Days Prior Notice,General Updates Yes Bank Limited has informed the Exchange about General Updates - Intimation under Regulation 30 of the,26-OCT-2024
ANGELONE,NO,Quarterly Financial Results,2024-10-08,2024-10-25,17 Days Prior Notice,General Updates Angel One Limited has informed the Exchange about Intimation of receipt of request for reclassification ,2024-10-25 19:19:49
BANDHANBNK,NO,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
BANKBARODA,NO,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
BEL,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
BPCL,NO,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
COALINDIA,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
DLF,NO,Qtr ended 30-SEP-2024,2024-10-22,2024-10-25,3 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates DLF Limited has informed the Exchange about Intimation of Analyst,25-OCT-2024
GMRAIRPORT,NO,Qtr ended 30-SEP-2024,2024-10-05,2024-10-25,20 Days Prior Notice,Updates GMR Airports Infrastructure Limited has informed the Exchange regarding 'Intimation regarding approval of Centra,25-OCT-2024
HINDPETRO,NO,Qtr ended 30-SEP-2024,2024-10-08,2024-10-25,17 Days Prior Notice,Updates Hindustan Petroleum Corporation Limited has informed the Exchange regarding ''Board Meeting to be held on 25-Oct,25-OCT-2024
INDIGO,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
INOXWIND,NO,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
JSWSTEEL,YES ✅,Qtr ended 30-SEP-2024,2024-10-11,2024-10-25,14 Days Prior Notice,Outcome of Board Meeting JSW Steel Limited has informed the Exchange regarding Outcome of Board Meeting held on October ,25-OCT-2024
LODHA,NO,Qtr ended 30-SEP-2024,N/A,2024-10-25,N/A,N/A,25-OCT-2024
PETRONET,NO,Qtr ended 30-SEP-2024,2024-10-24,2024-10-25,1 Days Prior Notice,"Financial Result Updates  Petronet LNG Limited has submitted to the Exchange, the financial results for the period ended",25-OCT-2024
PNBHOUSING,NO,Qtr ended 30-SEP-2024,2024-10-24,2024-10-25,1 Days Prior Notice,"Financial Result Updates  PNB Housing Finance Limited has submitted to the Exchange, the financial results for the perio",25-OCT-2024
SHRIRAMFIN,YES ✅,Qtr ended 30-SEP-2024,2024-10-19,2024-10-25,6 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Shriram Finance Limited has informed the Exchange about Intimatio,25-OCT-2024
TORNTPHARM,NO,Qtr ended 30-SEP-2024,2024-09-20,2024-10-25,35 Days Prior Notice,Updates Torrent Pharmaceuticals Limited has informed the Exchange regarding 'Intimation under Regulation 30 of LODR'.,25-OCT-2024
AUBANK,NO,Qtr ended 30-SEP-2024,2024-10-04,2024-10-24,20 Days Prior Notice,Updates AU Small Finance Bank Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations an,24-OCT-2024
BAJAJFINSV,YES ✅,Qtr ended 30-SEP-2024,2024-10-23,2024-10-24,1 Days Prior Notice,"Outcome of Board Meeting Bajaj Finserv Limited has informed the Exchange regarding  Board meeting held on October 23, 20",24-OCT-2024
COLPAL,NO,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
DIXON,NO,Qtr ended 30-SEP-2024,2024-09-22,2024-10-24,32 Days Prior Notice,Updates Dixon Technologies (India) Limited has informed the Exchange regarding 'Intimation of Strike off of Wholly Owned,24-OCT-2024
GODREJCP,NO,Qtr ended 30-SEP-2024,2024-10-08,2024-10-24,16 Days Prior Notice,General Updates Godrej Consumer Products Limited has informed the Exchange about intimation pursuant to disclosure requi,24-OCT-2024
IEX,NO,Qtr ended 30-SEP-2024,2024-10-18,2024-10-24,6 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Indian Energy Exchange Limited has informed the Exchange about Sc,24-OCT-2024
INDUSINDBK,NO,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
ITC,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
JSWENERGY,NO,Qtr ended 30-SEP-2024,2024-10-01,2024-10-24,23 Days Prior Notice,"Outcome of Board Meeting JSW Energy Limited has informed the Exchange regarding  Board meeting held on October 01, 2024.",24-OCT-2024
LAURUSLABS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
NAM-INDIA,NO,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
NTPC,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
OFSS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-24,N/A,N/A,24-OCT-2024
PATANJALI,NO,Qtr ended 30-SEP-2024,2024-09-30,2024-10-24,24 Days Prior Notice,Loss of Share Certificates Patanjali Foods Limited has informed the Exchange about intimation of Loss of Share Certifica,24-OCT-2024
PIDILITIND,NO,Qtr ended 30-SEP-2024,2024-10-23,2024-10-24,1 Days Prior Notice,"Financial Result Updates  Pidilite Industries Limited has submitted to the Exchange, the financial results for the perio",24-OCT-2024
RADICO,NO,Qtr ended 30-SEP-2024,2024-10-01,2024-10-24,23 Days Prior Notice,Issue of Duplicate Share Certificate Radico Khaitan Limited has informed the Exchange about Intimation for issuance of L,24-OCT-2024
UNITDSPR,NO,Qtr ended 30-SEP-2024,2024-10-23,2024-10-24,1 Days Prior Notice,"Financial Result Updates  United Spirits Limited has submitted to the Exchange, the financial results for the period end",24-OCT-2024
ADANIENSOL,NO,Qtr ended 30-SEP-2024,2024-09-27,2024-10-23,26 Days Prior Notice,"Agreements Intimation for execution of Business Transfer Agreement for carving outAdani Dahanu Thermal Power Station (""A",23-OCT-2024
AMBER,NO,Qtr ended 30-SEP-2024,2024-10-22,2024-10-23,1 Days Prior Notice,Outcome of Board Meeting Amber Enterprises India Limited has informed the Exchange regarding  Board meeting held on Octo,23-OCT-2024
COFORGE,NO,Qtr ended 30-SEP-2024,2024-09-29,2024-10-23,24 Days Prior Notice,"General Updates Coforge Limited has informed the Exchange about Intimation For Grant of 15,43,100 Options Under Employee",23-OCT-2024
GODREJPROP,NO,Qtr ended 30-SEP-2024,2024-10-01,2024-10-23,22 Days Prior Notice,Outcome of Board Meeting Godrej Properties Limited has informed the Exchange regarding  Board meeting held on October 01,23-OCT-2024
HINDUNILVR,YES ✅,Qtr ended 30-SEP-2024,2024-09-24,2024-10-23,29 Days Prior Notice,Loss of Share Certificates Intimation under Regulation 39(3) of SEBI (Listing Obligations and Disclosure Requirements) R,23-OCT-2024
INDUSTOWER,NO,Qtr ended 30-SEP-2024,2024-09-20,2024-10-23,33 Days Prior Notice,Updates Indus Towers Limited has informed the Exchange regarding 'Prior Intimation Of Record Date For Commercial Paper'.,23-OCT-2024
KPITTECH,NO,Qtr ended 30-SEP-2024,N/A,2024-10-23,N/A,N/A,23-OCT-2024
SBILIFE,YES ✅,Qtr ended ,N/A,2024-10-23,N/A,N/A,23-Oct-2024
SONACOMS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-23,N/A,N/A,23-OCT-2024
TVSMOTOR,NO,Qtr ended 30-SEP-2024,N/A,2024-10-23,N/A,N/A,23-OCT-2024
ADANIGREEN,NO,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
ANGELONE,NO,Quarterly Financial Results,2024-10-08,2024-10-22,14 Days Prior Notice,General Updates Angel One Limited has informed the Exchange about Intimation of receipt of request for reclassification ,2024-10-22 20:01:52
BAJFINANCE,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
ETERNAL,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
ICICIPRULI,NO,Quarterly Financial Results,2024-10-22,2024-10-22,0 Days Prior Notice,Outcome of Board Meeting Outcome of Board meeting ,22-Oct-2024 18:09:37
ICICIPRULI,NO,Quarterly Financial Results,2024-10-22,2024-10-22,0 Days Prior Notice,Outcome of Board Meeting Outcome of Board meeting ,22-Oct-2024 18:07:59
MFSL,NO,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
PAYTM,NO,Qtr ended 30-SEP-2024,2024-10-19,2024-10-22,3 Days Prior Notice,Outcome of Board Meeting One 97 Communications Limited has informed the Exchange regarding the Outcome of Nomination and,22-OCT-2024
PERSISTENT,NO,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
SRF,NO,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
SUPREMEIND,NO,Qtr ended 30-SEP-2024,N/A,2024-10-22,N/A,N/A,22-OCT-2024
UNIONBANK,NO,Qtr ended 30-SEP-2024,2024-10-05,2024-10-22,17 Days Prior Notice,General Updates Union Bank of India has informed the Exchange about Intimation under SEBI (Listing Obligations and Discl,22-OCT-2024
VBL,NO,Qtr ended 30-SEP-2024,2024-09-17,2024-10-22,35 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates We wish to inform you that pursuant to Regulation 30 of the SEBI ,22-OCT-2024
CGPOWER,NO,Qtr ended 30-SEP-2024,N/A,2024-10-21,N/A,N/A,21-OCT-2024
ULTRACEMCO,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-21,N/A,N/A,21-OCT-2024
HDFCBANK,YES ✅,Qtr ended 30-SEP-2024,2024-09-20,2024-10-20,30 Days Prior Notice,Updates HDFC Bank Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the Securities and Exch,20-OCT-2024
KOTAKBANK,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-19,N/A,N/A,19-OCT-2024
RBLBANK,NO,Qtr ended 30-SEP-2024,2024-10-15,2024-10-19,4 Days Prior Notice,Updates RBL Bank Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Listing Obliga,19-OCT-2024
TECHM,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-19,N/A,N/A,19-OCT-2024
ANGELONE,NO,Quarterly Financial Results,2024-10-08,2024-10-18,10 Days Prior Notice,General Updates Angel One Limited has informed the Exchange about Intimation of receipt of request for reclassification ,2024-10-18 16:58:30
AXISBANK,YES ✅,Qtr ended 30-SEP-2024,2024-09-19,2024-10-18,29 Days Prior Notice,Updates Axis Bank Limited has informed the Exchange regarding 'Intimation / clarification in relation to Interim Order d,18-OCT-2024
HINDZINC,NO,Qtr ended 30-SEP-2024,2024-10-09,2024-10-18,9 Days Prior Notice,"General Updates Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements)Regulations, 201",18-OCT-2024
ICICIGI,NO,Quarterly Financial Results,2024-10-18,2024-10-18,0 Days Prior Notice,"Financial Result Updates  ICICI Lombard General Insurance Company Limited has submitted to the Exchange, the financial r",18-Oct-2024 16:56:39
JIOFIN,YES ✅,Qtr ended 30-SEP-2024,2024-10-11,2024-10-18,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates We wish to inform you that a presentation to analysts on financia,18-OCT-2024
LTF,NO,Qtr ended 30-SEP-2024,N/A,2024-10-18,N/A,N/A,18-OCT-2024
OBEROIRLTY,NO,Qtr ended 30-SEP-2024,2024-10-10,2024-10-18,8 Days Prior Notice,"Outcome of Board Meeting Oberoi Realty Limited has informed the Exchange regarding  Board meeting held on October 10, 20",18-OCT-2024
TATACONSUM,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-18,N/A,N/A,18-OCT-2024
HAVELLS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-17,N/A,N/A,17-OCT-2024
INFY,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-17,N/A,N/A,17-OCT-2024
LTM,NO,Qtr ended 30-SEP-2024,2024-09-19,2024-10-17,28 Days Prior Notice,Updates LTIMindtree Limited has informed the Exchange regarding 'Intimation under Regulation 30'.,17-OCT-2024
MPHASIS,NO,Qtr ended 30-SEP-2024,N/A,2024-10-17,N/A,N/A,17-OCT-2024
NESTLEIND,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-17,N/A,N/A,17-OCT-2024
POLYCAB,NO,Qtr ended 30-SEP-2024,2024-09-18,2024-10-17,29 Days Prior Notice,Updates Polycab India Limited has informed the Exchange regarding '''Intimation under Regulation 30 of SEBI (Listing Obl,17-OCT-2024
WIPRO,YES ✅,Qtr ended 30-SEP-2024,2024-09-19,2024-10-17,28 Days Prior Notice,Updates Wipro Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations a,17-OCT-2024
BAJAJ-AUTO,YES ✅,Qtr ended 30-SEP-2024,N/A,2024-10-16,N/A,N/A,16-OCT-2024
KEI,NO,Qtr ended 30-SEP-2024,2024-10-15,2024-10-16,1 Days Prior Notice,"Financial Result Updates  KEI Industries Limited has submitted to the Exchange, the financial results for the period end",16-OCT-2024
HDFCAMC,NO,Qtr ended 30-SEP-2024,2024-10-01,2024-10-15,14 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates HDFC Asset Management Company Limited has informed the Exchange a,15-OCT-2024
HDFCLIFE,YES ✅,Qtr ended ,2024-09-24,2024-10-15,21 Days Prior Notice,General Updates HDFC Life Insurance Company Limited has informed the Exchange about Committee Meeting Intimation   Appro,15-Oct-2024
MAHABANK,NO,Qtr ended 30-SEP-2024,2024-10-04,2024-10-15,11 Days Prior Notice,"Outcome of Board Meeting Bank of Maharashtra has informed the Exchange regarding  Board meeting held on October 04, 2024",15-OCT-2024
ANGELONE,NO,Quarterly Financial Results,2024-10-08,2024-10-14,6 Days Prior Notice,General Updates Angel One Limited has informed the Exchange about Intimation of receipt of request for reclassification ,2024-10-14 18:27:40
ANGELONE,NO,Quarterly Financial Results,2024-10-08,2024-10-14,6 Days Prior Notice,General Updates Angel One Limited has informed the Exchange about Intimation of receipt of request for reclassification ,2024-10-14 18:23:07
HCLTECH,YES ✅,Qtr ended 30-SEP-2024,2024-09-17,2024-10-14,27 Days Prior Notice,Updates HCL Technologies Limited has informed the Exchange regarding 'Sub.: A) Board Meeting to consider Un-audited fina,14-OCT-2024
RELIANCE,YES ✅,Qtr ended 30-SEP-2024,2024-10-07,2024-10-14,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates A meeting of Board of Directors of the Company is scheduled to be,14-OCT-2024
DMART,NO,Qtr ended 30-SEP-2024,2024-09-14,2024-10-12,28 Days Prior Notice,Updates Avenue Supermarts Limited has informed the Exchange regarding 'Store Opening Intimation'.,12-OCT-2024
TATAELXSI,NO,Qtr ended 30-SEP-2024,2024-10-10,2024-10-11,1 Days Prior Notice,"Financial Result Updates  Tata Elxsi Limited has submitted to the Exchange, the financial results for the period ended S",11-OCT-2024
TCS,YES ✅,Qtr ended 30-SEP-2024,2024-10-10,2024-10-10,0 Days Prior Notice,TATA CONSULTANCY SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 10-Oct-2024 to consider an,10-OCT-2024
RECLTD,NO,Quarterly Financial Results,2024-09-03,2024-09-30,27 Days Prior Notice,Updates REC Limited has informed the Exchange regarding 'Intimation of sale and transfer of project specific SPV/subsidi,30-Sep-2024 18:52:07
PNB,NO,Qtr ended 31-MAR-2024,N/A,2024-09-03,N/A,N/A,03-SEP-2024
APOLLOHOSP,YES ✅,Qtr ended 30-JUN-2024,2024-08-03,2024-08-14,11 Days Prior Notice,Outcome of Board Meeting Apollo Hospitals Enterprise Limited has informed the Exchange regarding  Board meeting held on ,14-AUG-2024
GLENMARK,NO,Qtr ended 30-JUN-2024,N/A,2024-08-14,N/A,N/A,14-AUG-2024
GMRAIRPORT,NO,Qtr ended 30-JUN-2024,2024-08-13,2024-08-14,1 Days Prior Notice,"Financial Result Updates  GMR Airports Infrastructure Limited has submitted to the Exchange, the financial results for t",14-AUG-2024
HAL,NO,Qtr ended 30-JUN-2024,N/A,2024-08-14,N/A,N/A,14-AUG-2024
MAZDOCK,NO,Qtr ended 30-JUN-2024,N/A,2024-08-14,N/A,N/A,14-AUG-2024
NBCC,NO,Qtr ended 30-JUN-2024,2024-07-11,2024-08-14,34 Days Prior Notice,Updates NBCC (India) Limited has informed the Exchange regarding 'Intimation of work order received by NBCC in normal co,14-AUG-2024
HEROMOTOCO,NO,Qtr ended 30-JUN-2024,2024-07-25,2024-08-13,19 Days Prior Notice,Updates Please find enclosed herewith the intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure,13-AUG-2024
HINDALCO,YES ✅,Qtr ended 30-JUN-2024,2024-07-19,2024-08-13,25 Days Prior Notice,Updates Hindalco Industries Limited has informed the Exchange regarding 'Intimation w.r.t. 65th Annual General Meeting o,13-AUG-2024
MANAPPURAM,NO,Qtr ended 30-JUN-2024,2024-07-26,2024-08-13,18 Days Prior Notice,Updates Manappuram Finance Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (List,13-AUG-2024
MFSL,NO,Qtr ended 30-JUN-2024,N/A,2024-08-13,N/A,N/A,13-AUG-2024
MOTHERSON,NO,Qtr ended 30-JUN-2024,2024-07-26,2024-08-13,18 Days Prior Notice,Updates Samvardhana Motherson International Limited has informed the Exchange regarding 'Intimation for appointment/re-a,13-AUG-2024
MUTHOOTFIN,NO,Quarterly Financial Results,2024-08-13,2024-08-13,0 Days Prior Notice,"Financial Result Updates  Muthoot Finance Limited has submitted to the Exchange, the financial results for the period en",13-Aug-2024 15:57:27
MUTHOOTFIN,NO,Quarterly Financial Results,2024-08-13,2024-08-13,0 Days Prior Notice,"Financial Result Updates  Muthoot Finance Limited has submitted to the Exchange, the financial results for the period en",13-Aug-2024 15:54:17
NYKAA,NO,Qtr ended 30-JUN-2024,N/A,2024-08-13,N/A,N/A,13-AUG-2024
IDEA,NO,Qtr ended 30-JUN-2024,N/A,2024-08-12,N/A,N/A,12-AUG-2024
IRFC,NO,Qtr ended 30-JUN-2024,2024-07-29,2024-08-12,14 Days Prior Notice,Outcome of Board Meeting Indian Railway Finance Corporation Limited has informed the Exchange regarding  Board meeting h,12-AUG-2024
NATIONALUM,NO,Qtr ended 30-JUN-2024,N/A,2024-08-12,N/A,N/A,12-AUG-2024
